MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97595	Prkca	protein kinase C, alpha	11		mitochondrion			IDA		J:85668 	
MGI:97595	Prkca	protein kinase C, alpha	11		mitochondrion			ISO	RGD:3395 	J:155856 	
MGI:97598	Prkcd	protein kinase C, delta	14		mitochondrion			ISO	RGD:67383 	J:155856 	
MGI:97599	Prkce	protein kinase C, epsilon	17		mitochondrion	is a part of EMAPA:16105		IDA		J:131696 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		mitochondrion	is a part of primary neuron,is a part of brain		IDA		J:204747 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17	colocalizes_with	mitochondrion			ISO	RGD:61797 	J:155856 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17	colocalizes_with	mitochondrion			ISO	O60260 	J:164563 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		mitochondrion			ISO	RGD:61797 	J:155856 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		mitochondrion			ISO	O60260 	J:164563 	
MGI:97769	Prnp	prion protein	2		mitochondrial outer membrane			ISO	F7VJQ1 	J:164563 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrial inner membrane			HDA		J:100953 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrion			HDA		J:151002 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrion			IBA	PTN000357758 	J:265628 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrion			IDA		J:142422 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrion			ISO	RGD:1590932 	J:155856 	
MGI:97770	Prodh	proline dehydrogenase	16		mitochondrion			ISO	O43272 	J:164563 	
MGI:1929093	Prodh2	proline dehydrogenase (oxidase) 2	7		mitochondrial inner membrane			HDA		J:100953 	
MGI:1929093	Prodh2	proline dehydrogenase (oxidase) 2	7		mitochondrion			HDA		J:151002 	
MGI:1929093	Prodh2	proline dehydrogenase (oxidase) 2	7		mitochondrion			IBA	PTN000357758 	J:265628 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial nucleoid			IDA		J:213151 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial ribonuclease P complex			IBA	PTN002669919 	J:265628 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrial ribonuclease P complex			ISO	O15091 	J:164563 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrion			IDA		J:213151 	
MGI:1913382	Prorp	protein only RNase P catalytic subunit	12		mitochondrion			ISO	O15091 	J:164563 	
MGI:1919696	Prr5l	proline rich 5 like	2		mitochondrion			HDA		J:151002 	
MGI:2444800	Prss35	protease, serine 35	9		mitochondrion			HDA		J:151002 	
MGI:1917814	Prxl2a	peroxiredoxin like 2A	14		mitochondrion			HDA		J:151002 	
MGI:97783	Psap	prosaposin	10		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1202717	Psen1	presenilin 1	12		mitochondrial inner membrane			IBA	PTN000024431 	J:265628 	
MGI:1202717	Psen1	presenilin 1	12		mitochondrial inner membrane			ISO	RGD:3425 	J:155856 	
MGI:1202717	Psen1	presenilin 1	12		mitochondrion			ISO	RGD:3425 	J:155856 	
MGI:1202717	Psen1	presenilin 1	12		mitochondrion			ISO	P49768 	J:164563 	
MGI:109284	Psen2	presenilin 2	1		mitochondrial inner membrane			IBA	PTN000024431 	J:265628 	
MGI:1913590	Psenen	presenilin enhancer gamma secretase subunit	7		mitochondrion			ISO	RGD:1312037 	J:155856 	
MGI:1098257	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	3		mitochondrion			ISO	P28070 	J:164563 	
MGI:2685945	Pstk	phosphoseryl-tRNA kinase	7		mitochondrion			HDA		J:151002 	
MGI:1919049	Ptcd1	pentatricopeptide repeat domain 1	5		mitochondrial matrix			IBA	PTN001165391 	J:265628 	
MGI:1919049	Ptcd1	pentatricopeptide repeat domain 1	5		mitochondrial matrix			ISO	RGD:1311473 	J:155856 	
MGI:1919049	Ptcd1	pentatricopeptide repeat domain 1	5		mitochondrion			ISO	O75127 	J:164563 	
MGI:1916177	Ptcd2	pentatricopeptide repeat domain 2	13		mitochondrion			HDA		J:151002 	
MGI:1916177	Ptcd2	pentatricopeptide repeat domain 2	13		mitochondrion			IBA	PTN000380229 	J:265628 	
MGI:1916177	Ptcd2	pentatricopeptide repeat domain 2	13		mitochondrion			ISO	NP_079030 	J:143946 	
MGI:1916177	Ptcd2	pentatricopeptide repeat domain 2	13		mitochondrion			ISO	Q8WV60 	J:164563 	
MGI:1917206	Ptcd3	pentatricopeptide repeat domain 3	6		mitochondrion			HDA		J:151002 	
MGI:1917206	Ptcd3	pentatricopeptide repeat domain 3	6		mitochondrion			IBA	PTN000417987 	J:265628 	
MGI:1917206	Ptcd3	pentatricopeptide repeat domain 3	6		mitochondrion			ISO	Q96EY7 	J:164563 	
MGI:109583	Pten	phosphatase and tensin homolog	19		mitochondrion			ISO	RGD:61995 	J:155856 	
MGI:1917592	Ptges2	prostaglandin E synthase 2	2		mitochondrion			HDA		J:151002 	
MGI:1917592	Ptges2	prostaglandin E synthase 2	2		mitochondrion			IBA	PTN000299939 	J:265628 	
MGI:1917592	Ptges2	prostaglandin E synthase 2	2		mitochondrion			ISO	Q9H7Z7 	J:164563 	
MGI:1916372	Ptgr2	prostaglandin reductase 2	12		mitochondrion			HDA		J:151002 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		integral component of mitochondrial inner membrane			ISO	RGD:1589783 	J:155856 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		mitochondrial inner membrane			ISO	NP_001099196 	J:120125 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		mitochondrial inner membrane			ISS	NP_001099196 	J:137567 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		mitochondrion			HDA		J:151002 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		mitochondrion			IBA	PTN000016650 	J:265628 	
MGI:1913711	Ptpmt1	protein tyrosine phosphatase, mitochondrial 1	2		mitochondrion			ISO	Q8WUK0 	J:164563 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		mitochondrial crista			ISO	RGD:61965 	J:155856 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		mitochondrial matrix			ISO	RGD:61965 	J:155856 	
MGI:99511	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	5		mitochondrion			ISO	RGD:3447 	J:155856 	
MGI:1913779	Ptrh1	peptidyl-tRNA hydrolase 1 homolog	2		mitochondrion			HDA		J:151002 	
MGI:2444848	Ptrh2	peptidyl-tRNA hydrolase 2	11		mitochondrion			HDA		J:151002 	
MGI:2444848	Ptrh2	peptidyl-tRNA hydrolase 2	11		mitochondrion			IBA	PTN000291358 	J:265628 	
MGI:2444848	Ptrh2	peptidyl-tRNA hydrolase 2	11		mitochondrion			ISO	Q9Y3E5 	J:164563 	
MGI:1338783	Pts	6-pyruvoyl-tetrahydropterin synthase	9		mitochondrion			HDA		J:151002 	
MGI:1338783	Pts	6-pyruvoyl-tetrahydropterin synthase	9		mitochondrion			IBA	PTN000287347 	J:265628 	
MGI:1338783	Pts	6-pyruvoyl-tetrahydropterin synthase	9		mitochondrion			ISO	Q03393 	J:164563 	
MGI:1929237	Pus1	pseudouridine synthase 1	5		mitochondrion			ISO	Q9Y606 	J:164563 	
MGI:1921717	Pus10	pseudouridylate synthase 10	11		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:3047787	Pusl1	pseudouridylate synthase-like 1	4		mitochondrion			ISO	Q8N0Z8 	J:164563 	
MGI:107487	Pxmp2	peroxisomal membrane protein 2	5		mitochondrion			HDA		J:151002 	
MGI:107487	Pxmp2	peroxisomal membrane protein 2	5		mitochondrion			IBA	PTN002259008 	J:265628 	
MGI:1931465	Pycard	PYD and CARD domain containing	7		mitochondrion			ISO	Q9ULZ3 	J:164563 	
MGI:2384795	Pycr1	pyrroline-5-carboxylate reductase 1	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros		HDA		J:86816 	
MGI:2384795	Pycr1	pyrroline-5-carboxylate reductase 1	11		mitochondrion			HDA		J:151002 	
MGI:2384795	Pycr1	pyrroline-5-carboxylate reductase 1	11		mitochondrion			ISO	P32322 	J:164563 	
MGI:1277956	Pycr2	pyrroline-5-carboxylate reductase family, member 2	1		mitochondrion			ISO	Q96C36 	J:164563 	
MGI:1921830	Pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2	19		mitochondrial matrix			ISO	Q8N2H3 	J:164563 	
MGI:1921830	Pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2	19		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1913709	Pyurf	Pigy upstream reading frame	6		mitochondrion			HDA		J:151002 	
MGI:97836	Qdpr	quinoid dihydropteridine reductase	5		mitochondrion			HDA		J:151002 	
MGI:1923813	Qrsl1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	10		mitochondrion			IBA	PTN000224178 	J:265628 	
MGI:1923813	Qrsl1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	10		mitochondrion			IDA		J:212283 	
MGI:1923813	Qrsl1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	10		mitochondrion			ISO	Q9H0R6 	J:164563 	
MGI:1931441	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	9		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1931441	Qtrt1	queuine tRNA-ribosyltransferase catalytic subunit 1	9	colocalizes_with	mitochondrion			IDA		J:150301 	
MGI:1922194	Qtrt2	queuine tRNA-ribosyltransferase accessory subunit 2	16		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1922194	Qtrt2	queuine tRNA-ribosyltransferase accessory subunit 2	16		mitochondrion			IDA		J:150301 	
MGI:1923558	Rab1b	RAB1B, member RAS oncogene family	19		mitochondrion			HDA		J:151002 	
MGI:97844	Rab3d	RAB3D, member RAS oncogene family	9		mitochondrion			HDA		J:151002 	
MGI:105071	Rab4b	RAB4B, member RAS oncogene family	7		mitochondrion			HDA		J:151002 	
MGI:1914638	Rab5if	RAB5 interacting factor	2		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:1914638	Rab5if	RAB5 interacting factor	2		mitochondrial respirasome			IMP		J:282679 	
MGI:1914638	Rab5if	RAB5 interacting factor	2		mitochondrial respirasome			ISO	Q9BUV8 	J:164563 	
MGI:1914638	Rab5if	RAB5 interacting factor	2		mitochondrion			HDA		J:151002 	
MGI:105068	Rab7	RAB7, member RAS oncogene family	6		mitochondrion			ISO	P51149 	J:164563 	
MGI:2442982	Rab8b	RAB8B, member RAS oncogene family	9		mitochondrion			HDA		J:151002 	
MGI:1858202	Rab11a	RAB11A, member RAS oncogene family	9		mitochondrion			HDA		J:151002 	
MGI:99425	Rab11b	RAB11B, member RAS oncogene family	17		mitochondrion			HDA		J:151002 	
MGI:2444431	Rab11fip3	RAB11 family interacting protein 3 (class II)	17		mitochondrion			ISO	O75154 	J:164563 	
MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	6		mitochondrial outer membrane			ISO	Q9BXF6 	J:164563 	
MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	6		mitochondrion			HDA		J:151002 	
MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	6		mitochondrion			IBA	PTN002696982 	J:265628 	
MGI:105065	Rab24	RAB24, member RAS oncogene family	13		mitochondrion			HDA		J:151002 	
MGI:2385107	Rab29	RAB29, member RAS oncogene family	1		mitochondrion			ISO	O14966 	J:164563 	
MGI:1915094	Rab32	RAB32, member RAS oncogene family	10		mitochondrial outer membrane			ISO	Q13637 	J:164563 	
MGI:1915094	Rab32	RAB32, member RAS oncogene family	10		mitochondrion			HDA		J:151002 	
MGI:1915094	Rab32	RAB32, member RAS oncogene family	10		mitochondrion			IBA	PTN000636119 	J:265628 	
MGI:1915094	Rab32	RAB32, member RAS oncogene family	10		mitochondrion			ISO	Q13637 	J:164563 	
MGI:1924657	Rab35	RAB35, member RAS oncogene family	5		mitochondrion			HDA		J:151002 	
MGI:1919683	Rab38	RAB38, member RAS oncogene family	7		mitochondrion			ISO	P57729 	J:164563 	
MGI:2183451	Rab40b	Rab40B, member RAS oncogene family	11		mitochondrion			ISO	P0C0E4 	J:164563 	
MGI:101849	Rack1	receptor for activated C kinase 1	11		mitochondrion			ISO	P63244 	J:164563 	
MGI:97890	Rad51	RAD51 recombinase	2		mitochondrion			ISO	Q06609 	J:164563 	
MGI:2150020	Rad51c	RAD51 paralog C	11		mitochondrion			ISO	O43502 	J:164563 	
MGI:97847	Raf1	v-raf-leukemia viral oncogene 1	6		mitochondrion			IBA	PTN000584576 	J:265628 	
MGI:1922896	Rai14	retinoic acid induced 14	15		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1927243	Rala	v-ral simian leukemia viral oncogene A (ras related)	13		mitochondrion			ISO	P11233 	J:164563 	
MGI:108466	Ralbp1	ralA binding protein 1	17		mitochondrion			ISO	Q15311 	J:164563 	
MGI:894323	Ranbp2	RAN binding protein 2	10		mitochondrion	is a part of obsolete neuron of cerebral cortex,is a part of obsolete neuron of cerebral cortex		IDA		J:116134 	
MGI:2385189	Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	3		mitochondrion			ISO	P52306 	J:164563 	
MGI:1914297	Rars	arginyl-tRNA synthetase	11		mitochondrion			HDA		J:151002 	
MGI:1923596	Rars2	arginyl-tRNA synthetase 2, mitochondrial	4		mitochondrion			HDA		J:151002 	
MGI:1923596	Rars2	arginyl-tRNA synthetase 2, mitochondrial	4		mitochondrion			IBA	PTN000238101 	J:265628 	
MGI:1915981	Rbfa	ribosome binding factor A	18		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2137600	Rcc1l	reculator of chromosome condensation 1 like	5		mitochondrial inner membrane			IDA		J:254859 	
MGI:2137600	Rcc1l	reculator of chromosome condensation 1 like	5		mitochondrial membrane			ISO	Q96I51 	J:164563 	
MGI:2137600	Rcc1l	reculator of chromosome condensation 1 like	5		mitochondrion			HDA		J:151002 	
MGI:2137600	Rcc1l	reculator of chromosome condensation 1 like	5		mitochondrion			IMP		J:254859 	
MGI:1918732	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	7		mitochondrial inner membrane			IBA	PTN002534708 	J:265628 	
MGI:1918732	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	7		mitochondrial inner membrane			ISO	Q8NBN7 	J:164563 	
MGI:1918732	Rdh13	retinol dehydrogenase 13 (all-trans and 9-cis)	7		mitochondrion			HDA		J:151002 	
MGI:1920402	Rdh14	retinol dehydrogenase 14 (all-trans and 9-cis)	12		mitochondrion			HDA		J:151002 	
MGI:1098827	Reep1	receptor accessory protein 1	6		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrial intermembrane space			ISO	Q9Y3B8 	J:164563 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrial matrix			ISO	Q9Y3B8 	J:164563 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrion			HDA		J:151002 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrion			IBA	PTN000114087 	J:265628 	
MGI:1888981	Rexo2	RNA exonuclease 2	9		mitochondrion			ISO	Q9Y3B8 	J:164563 	
MGI:1914688	Rfk	riboflavin kinase	19		mitochondrion			HDA		J:151002 	
MGI:1914688	Rfk	riboflavin kinase	19		mitochondrion			IBA	PTN000507879 	J:265628 	
MGI:1924117	Rhbdd1	rhomboid domain containing 1	1		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1096342	Rhoa	ras homolog family member A	9		mitochondrion			HDA		J:151002 	
MGI:1926078	Rhot1	ras homolog family member T1	11		integral component of mitochondrial outer membrane			IBA	PTN000633534 	J:265628 	
MGI:1926078	Rhot1	ras homolog family member T1	11		integral component of mitochondrial outer membrane			ISO	Q8IXI2 	J:164563 	
MGI:1926078	Rhot1	ras homolog family member T1	11		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1926078	Rhot1	ras homolog family member T1	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1926078	Rhot1	ras homolog family member T1	11		mitochondrion			HDA		J:151002 	
MGI:2384892	Rhot2	ras homolog family member T2	17		integral component of mitochondrial outer membrane			IBA	PTN000633534 	J:265628 	
MGI:2384892	Rhot2	ras homolog family member T2	17		integral component of mitochondrial outer membrane			ISO	Q8IXI1 	J:164563 	
MGI:2384892	Rhot2	ras homolog family member T2	17		mitochondrial inner membrane			HDA		J:100953 	
MGI:2384892	Rhot2	ras homolog family member T2	17		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:2384892	Rhot2	ras homolog family member T2	17		mitochondrion			HDA		J:151002 	
MGI:2384892	Rhot2	ras homolog family member T2	17		mitochondrion			ISO	Q8IXI1 	J:164563 	
MGI:1095401	Rida	reactive intermediate imine deaminase A homolog	15		mitochondrial matrix			ISO	RGD:70940 	J:155856 	
MGI:1095401	Rida	reactive intermediate imine deaminase A homolog	15		mitochondrion			HDA		J:151002 	
MGI:1095401	Rida	reactive intermediate imine deaminase A homolog	15		mitochondrion			IBA	PTN000211015 	J:265628 	
MGI:2144271	Rilp	Rab interacting lysosomal protein	11		mitochondrion			HDA		J:151002 	
MGI:108212	Ripk1	receptor (TNFRSF)-interacting serine-threonine kinase 1	13		mitochondrion			ISO	Q13546 	J:164563 	
MGI:1913552	Rmdn1	regulator of microtubule dynamics 1	4		mitochondrion			HDA		J:151002 	
MGI:2147043	Rmdn2	regulator of microtubule dynamics 2	17		mitochondrion			HDA		J:151002 	
MGI:2147043	Rmdn2	regulator of microtubule dynamics 2	17		mitochondrion			IBA	PTN001042636 	J:265628 	
MGI:1915059	Rmdn3	regulator of microtubule dynamics 3	2		mitochondrial outer membrane			ISO	Q96TC7 	J:164563 	
MGI:1915059	Rmdn3	regulator of microtubule dynamics 3	2		mitochondrion			HDA		J:151002 	
MGI:1915059	Rmdn3	regulator of microtubule dynamics 3	2		mitochondrion			IBA	PTN001042636 	J:265628 	
MGI:1915059	Rmdn3	regulator of microtubule dynamics 3	2		mitochondrion			ISO	Q96TC7 	J:164563 	
MGI:1913334	Rmnd1	required for meiotic nuclear division 1 homolog	10		mitochondrion			HDA		J:151002 	
MGI:1913334	Rmnd1	required for meiotic nuclear division 1 homolog	10		mitochondrion			ISO	Q9NWS8 	J:164563 	
MGI:1335073	Rnaseh1	ribonuclease H1	12		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1335073	Rnaseh1	ribonuclease H1	12		mitochondrion			HDA		J:151002 	
MGI:1335073	Rnaseh1	ribonuclease H1	12		mitochondrion			IDA		J:82764 	
MGI:1098272	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)	1		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1860076	Rnf5	ring finger protein 5	17		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2384986	Rnf144b	ring finger protein 144B	13		mitochondrial membrane			IBA	PTN002617988 	J:265628 	
MGI:2384986	Rnf144b	ring finger protein 144B	13		mitochondrial membrane			ISO	Q7Z419 	J:164563 	
MGI:2384986	Rnf144b	ring finger protein 144B	13		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1922078	Rnf185	ring finger protein 185	11		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1922078	Rnf185	ring finger protein 185	11		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		mitochondrion			HDA		J:151002 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		mitochondrion			ISO	P60602 	J:164563 	
MGI:1914317	Romo1	reactive oxygen species modulator 1	2		TIM23 mitochondrial import inner membrane translocase complex			IBA	PTN002003652 	J:265628 	
MGI:1343877	Rpl10a	ribosomal protein L10A	17		mitochondrion			HDA		J:151002 	
MGI:1915686	Rpl34	ribosomal protein L34	3		mitochondrion			HDA		J:151002 	
MGI:1928894	Rpl35a	ribosomal protein L35A	16		mitochondrion			HDA		J:151002 	
MGI:1350917	Rps3	ribosomal protein S3	7		mitochondrial inner membrane			ISO	P23396 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		mitochondrial matrix			ISO	P23396 	J:164563 	
MGI:1350917	Rps3	ribosomal protein S3	7		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1914321	Rps6ka6	ribosomal protein S6 kinase polypeptide 6	X		mitochondrion			ISO	Q9UK32 	J:164563 	
MGI:1270849	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	11		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1270849	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	11		mitochondrion			IDA		J:161036 	
MGI:1270849	Rps6kb1	ribosomal protein S6 kinase, polypeptide 1	11		mitochondrion			ISO	P23443 	J:164563 	
MGI:98107	Rps14	ribosomal protein S14	18		mitochondrion			HDA		J:151002 	
MGI:2389091	Rps15a	ribosomal protein S15A	7		mitochondrion			HDA		J:151002 	
MGI:2141440	Rpusd3	RNA pseudouridylate synthase domain containing 3	6		mitochondrion			ISO	Q6P087 	J:164563 	
MGI:1919239	Rpusd4	RNA pseudouridylate synthase domain containing 4	9		mitochondrion			HDA		J:151002 	
MGI:1919239	Rpusd4	RNA pseudouridylate synthase domain containing 4	9		mitochondrion			ISO	Q96CM3 	J:164563 	
MGI:2155865	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	15		mitochondrion			IC	GO:0006264 	J:122389 	
MGI:3039628	Rsad1	radical S-adenosyl methionine domain containing 1	11		mitochondrion			HDA		J:151002 	
MGI:1929628	Rsad2	radical S-adenosyl methionine domain containing 2	12		mitochondrial inner membrane			ISO	Q8WXG1 	J:164563 	
