Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
c193_RP,O-glutaroyl-L-carnitine,275.1371,10.73,-0.3,0.5,0.2,6.2,5.9,-0.3,5.3,5.4,0.1,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,9.257699969746160000000000000000E-05,7.519799569595870000000000000000E-05,9.999999999961730000000000000000E-01,2.794691445010260000000000000000E-03,3.102391931013080000000000000000E-03,9.999999999925950000000000000000E-01,8.6E+06,1.2E+07,1.2E+07,7.4E+06,7.4E+06,2.3E+05,1.1E+07,8.5E+06,2.8E+05,2.1E+05,1.5E+05,1.2E+05,1.1E+05,2.4E+05,1.3E+05,1.9E+05,1.8E+05,2.1E+05,1.6E+05,1.6E+05,1.6E+05,1.7E+05,1.7E+05,3.4E+05,1.3E+05,1.4E+05,1.3E+05,1.2E+05,1.2E+05,1.2E+05,1.3E+05,39.0,5.3,28.1,46.0,69.8,20.8,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-glutaroyl-L-carnitine,275.1369,0.88,34448634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(3S)-3-[(4-Carboxybutanoyl)oxy]-4-(trimethylammonio)butanoate,275.1369,0.88,29790019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c194_RP,entecavir,277.1176,10.14,0.1,-0.1,-0.1,-2.0,-2.0,0.0,-1.8,-1.8,0.0,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,7.731177207806170000000000000000E-05,6.717978979700680000000000000000E-05,9.999999999961730000000000000000E-01,1.953017876179350000000000000000E-04,5.318841006420710000000000000000E-04,9.999999999925950000000000000000E-01,1.4E+06,2.3E+06,1.7E+06,1.6E+06,1.2E+06,1.5E+06,1.6E+06,1.4E+06,5.5E+06,4.8E+06,6.0E+06,6.1E+06,3.9E+06,4.0E+06,9.3E+06,1.1E+07,5.4E+06,5.2E+06,6.8E+06,4.4E+06,6.4E+06,5.7E+06,4.5E+06,5.6E+06,1.3E+05,1.3E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,11.5,17.5,48.6,36.4,23.2,16.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2-Amino-5-({[(1R,4R,5S)-4,5-dihydroxy-2-cyclopenten-1-yl]amino}methyl)-1,7-dihydro-4H-pyrrolo[2,3-d]pyrimidin-4-one",277.1175,0.55,30776547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,queuine,277.1175,0.55,102837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,entecavir,277.1175,0.55,135679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c195_RP,N(6)-Methyladenosine,281.1126,9.63,0.0,0.4,-0.4,-0.2,-0.2,0.0,-0.5,0.2,0.7,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,9.776035227532540000000000000000E-01,1.000000000000000000000000000000E+00,9.999999999961730000000000000000E-01,5.294719566639140000000000000000E-01,7.184547500048950000000000000000E-01,2.543917756475570000000000000000E-02,7.6E+06,1.3E+07,8.9E+06,8.5E+06,9.2E+06,8.9E+06,8.5E+06,8.7E+06,1.3E+07,1.5E+07,1.0E+07,1.1E+07,9.9E+06,1.3E+07,9.7E+06,1.2E+07,1.3E+07,9.6E+06,1.2E+07,7.9E+06,8.3E+06,7.3E+06,6.8E+06,6.0E+06,1.3E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.3E+05,1.2E+05,19.4,28.5,11.8,14.6,20.1,8.3,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(5R)-5-(7-Amino-6-methyl-6H-pyrazolo[4,3-d]pyrimidin-3-yl)-2,5-anhydro-D-ribitol",281.1124,0.60,58837265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-Methyladenosine,281.1124,0.60,19991472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Methyladenosine,281.1124,0.60,17216227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O(6)-Methyl-2'-deoxyguanosine,281.1124,0.60,66048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Methyladenosine,281.1124,0.60,25568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9-(2-O-Methylpentofuranosyl)-9H-purin-6-amine,281.1124,0.60,280913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N(6)-Methyladenosine,281.1124,0.60,92307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3'-O-Methyladenosine,281.1124,0.60,74481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c196_RP,MM3670000,282.1680,13.25,0.4,-0.1,-0.2,0.0,-2.3,-2.3,0.5,-1.7,-2.2,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.385264941829410000000000000000E-05,1.625137042746230000000000000000E-05,7.083186674555070000000000000000E-01,1.011243864460310000000000000000E-04,1.107005730749400000000000000000E-05,1.6E+06,3.4E+06,2.1E+06,2.8E+06,3.1E+06,2.0E+06,1.8E+06,2.3E+06,1.9E+06,1.6E+06,1.9E+06,2.3E+06,1.5E+06,1.6E+06,2.4E+06,2.0E+06,1.1E+07,9.0E+06,9.8E+06,6.7E+06,9.0E+06,1.5E+07,6.6E+06,7.5E+06,8.9E+05,1.0E+06,9.5E+05,1.0E+06,1.1E+06,1.2E+06,1.1E+06,38.2,20.1,19.7,19.4,23.7,31.5,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MM3670000,282.1679,0.51,16521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c197_RP,Octanoylcarnitine,287.2098,20.82,-0.9,-0.7,-0.2,-0.4,-4.6,-4.2,-0.6,-5.2,-4.6,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.225358686197970000000000000000E-07,2.871310814877230000000000000000E-06,1.000000000000000000000000000000E+00,2.369499588029040000000000000000E-08,4.839604824827660000000000000000E-07,2.7E+05,1.1E+05,2.2E+05,9.2E+04,1.6E+05,1.4E+05,1.1E+05,8.7E+04,6.1E+05,3.1E+05,1.5E+05,1.1E+05,2.1E+05,2.0E+05,3.0E+05,1.0E+05,5.2E+06,5.7E+06,4.8E+06,2.9E+06,4.3E+06,3.6E+06,4.1E+06,4.1E+06,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.0E+05,9.6E+04,9.2E+04,29.4,10.4,54.5,64.4,21.1,38.0,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5955761,287.2097,0.41,10128115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c198_RP,Orotidine,288.0594,4.68,-0.1,-0.3,-0.4,-1.8,-2.2,-0.4,-1.6,-1.9,-0.3,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,4.883049291160470000000000000000E-06,1.018294473579200000000000000000E-07,2.574316770442860000000000000000E-01,1.491594643923810000000000000000E-05,5.633720274873660000000000000000E-07,5.595202675921150000000000000000E-01,2.1E+06,2.7E+06,2.1E+06,1.7E+06,2.1E+06,2.3E+06,1.8E+06,1.6E+06,7.9E+06,6.5E+06,7.7E+06,5.6E+06,5.0E+06,5.4E+06,7.2E+06,7.4E+06,1.1E+07,1.2E+07,1.1E+07,7.0E+06,8.5E+06,6.8E+06,8.8E+06,7.6E+06,6.2E+04,6.1E+04,6.0E+04,5.6E+04,4.8E+04,5.1E+04,5.5E+04,26.9,12.1,14.9,19.5,25.5,7.5,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orotidine,288.0594,0.27,83729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c199_RP,Mono-(2-ethyl-5-oxohexyl) phthalate,292.1312,24.07,1.2,0.6,0.3,-0.2,-2.0,-1.8,0.4,-1.1,-1.5,4.668474569410390000000000000000E-01,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,4.038096789233210000000000000000E-04,1.274534784936440000000000000000E-03,8.808078557116940000000000000000E-01,2.921507712138390000000000000000E-01,1.585215760934130000000000000000E-02,2.7E+05,1.9E+06,5.1E+05,9.4E+05,3.6E+05,6.4E+05,3.5E+05,6.0E+05,4.4E+05,6.2E+05,3.7E+05,5.6E+05,5.2E+05,4.1E+05,3.0E+05,1.0E+06,1.6E+06,1.3E+06,1.3E+06,1.5E+06,1.4E+06,1.8E+06,1.3E+06,1.8E+06,2.1E+04,2.0E+04,1.9E+04,1.9E+04,1.8E+04,1.8E+04,1.9E+04,17.6,8.6,40.9,22.5,58.6,27.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2-[2-(3,4-dimethoxyphenyl)ethyl]-4-methoxy-2,3-dihydropyran-6-one",292.1311,0.53,514824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2-(2-Hydroxy-2-propanyl)-4-methoxy-7-methyl-2,3,6,7-tetrahydro-9H-furo[3,2-h]isochromen-9-one",292.1311,0.53,35014466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3-Hydroxy-5-methoxy-2,2,8-trimethyl-3,4,7,8-tetrahydro-2H,10H-pyrano[4,3-h]chromen-10-one",292.1311,0.53,35014467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,920863,292.1311,0.53,106412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c200_RP,convicine,305.0860,4.69,-0.1,0.3,-0.2,1.3,1.3,-0.1,0.9,1.4,0.5,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,4.041335708369130000000000000000E-04,4.315505620037880000000000000000E-04,9.999999999961730000000000000000E-01,2.325005293210440000000000000000E-03,2.707929512208350000000000000000E-05,3.343166860161520000000000000000E-01,8.3E+06,1.0E+07,9.2E+06,6.7E+06,6.8E+06,1.5E+07,9.3E+06,6.3E+06,3.6E+06,4.6E+06,3.5E+06,4.3E+06,3.3E+06,3.6E+06,3.8E+06,5.1E+06,3.7E+06,3.2E+06,3.4E+06,2.8E+06,3.6E+06,3.6E+06,3.9E+06,3.1E+06,2.4E+05,2.3E+05,2.1E+05,2.5E+05,2.2E+05,2.7E+05,2.7E+05,9.9,5.6,14.3,6.0,41.6,13.8,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,convicine,305.0859,0.33,79389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c201_RP,decanoylcarnitine,315.2412,23.60,-0.7,-1.0,-0.5,0.1,-3.2,-3.2,0.4,-3.4,-3.7,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,2.160544507080170000000000000000E-07,8.859578692076720000000000000000E-07,1.000000000000000000000000000000E+00,9.245901293959510000000000000000E-08,2.321013718997730000000000000000E-07,2.9E+05,2.4E+05,3.9E+05,1.2E+05,3.6E+05,1.8E+05,1.8E+05,2.2E+05,3.9E+05,2.6E+05,2.2E+05,1.5E+05,3.7E+05,1.4E+05,2.4E+05,1.7E+05,3.9E+06,3.3E+06,3.0E+06,1.5E+06,2.7E+06,2.1E+06,2.5E+06,2.0E+06,9.9E+04,9.1E+04,9.2E+04,9.6E+04,9.1E+04,8.5E+04,8.9E+04,34.6,20.3,30.5,27.8,27.9,31.1,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4145305,315.2410,0.66,10128122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,decanoylcarnitine,315.2410,0.66,8420677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c202_RP,oxeladin,335.2462,24.89,0.8,0.3,0.1,-0.1,-0.6,-0.5,0.4,0.2,-0.2,1.785747492689830000000000000000E-01,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.061348758258900000000000000000E-01,1.097164387077100000000000000000E-01,1.144841148555480000000000000000E-01,8.975129408238130000000000000000E-01,7.120810720399040000000000000000E-01,1.2E+06,3.5E+06,1.4E+06,2.0E+06,1.2E+06,2.0E+06,1.4E+06,2.4E+06,1.5E+06,1.9E+06,1.3E+06,1.6E+06,9.4E+05,1.1E+06,1.5E+06,1.9E+06,2.2E+06,1.9E+06,1.9E+06,2.1E+06,1.7E+06,2.0E+06,1.9E+06,2.0E+06,8.8E+04,9.5E+04,8.6E+04,9.5E+04,8.2E+04,7.9E+04,8.8E+04,4.9,9.7,22.0,20.6,27.7,8.7,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,oxeladin,335.2460,0.34,4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c203_RP,Sucrose,342.1163,4.70,1.9,0.9,0.2,-0.4,-3.2,-2.8,0.7,-1.5,-2.1,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.000000000000000000000000000000E+00,1.572575752072720000000000000000E-03,5.860487330875920000000000000000E-03,1.000000000000000000000000000000E+00,3.522807987216310000000000000000E-02,2.938742938450530000000000000000E-02,1.2E+06,3.4E+06,4.9E+05,4.0E+06,7.2E+05,1.5E+06,5.7E+05,5.9E+05,9.3E+05,4.1E+06,1.8E+06,1.5E+06,4.8E+05,9.9E+05,8.0E+05,1.7E+06,6.2E+06,6.7E+06,4.1E+06,6.9E+06,5.8E+06,5.9E+06,7.0E+06,1.5E+07,5.6E+04,5.1E+04,5.9E+04,5.0E+04,4.8E+04,4.8E+04,5.7E+04,47.8,20.9,67.8,54.8,66.9,44.2,,,
,Name,Molecular Weight,DeltaMass [ppm],CSID,mzLogic Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,allolactose,342.1162,0.26,4957195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Fructofuranosyl alpha-D-mannopyranoside,342.1162,0.26,5883717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Turanose,342.1162,0.26,4574343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2-O-alpha-D-Glucopyranosyl-D-glucopyranose,342.1162,0.26,10128498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-Gentiobiose,342.1162,0.26,10194243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a-iso-Maltose,342.1162,0.26,10194244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-kojibiose,342.1162,0.26,10194271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-Kojibiose,342.1162,0.26,10194272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Manp-(1->4)-D-Glcp,342.1162,0.26,8625444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-O-alpha-D-Glucopyranosyl-beta-D-fructofuranose,342.1162,0.26,8301455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-O-alpha-D-Glucopyranosyl-beta-D-fructopyranose,342.1162,0.26,9338763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neotrehalose,342.1162,0.26,9046871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-O-b-D-galactopyranosyl-D-Fructofuranose,342.1162,0.26,9199494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-glucosyl-(1->4)-alpha-D-mannose,342.1162,0.26,9166684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-mannobiose,342.1162,0.26,395053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-O-alpha-D-Glucopyranosyl-beta-D-fructopyranose,342.1162,0.26,4450589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-D-Manp-(1->3)-alpha-D-Manp,342.1162,0.26,4450867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,alpha-mannobiose,342.1162,0.26,4450868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-(1->3)-galactobiose,342.1162,0.26,4450535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-O-alpha-D-Galactopyranosyl-D-mannopyranose,342.1162,0.26,30791300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-O-alpha-D-Galactopyranosyl-D-fructose,342.1162,0.26,30790981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1r,2R,3S,4S,5R,6S)-2,3,4,5,6-Pentahydroxycyclohexyl beta-D-galactopyranoside",342.1162,0.26,58837356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-O-alpha-D-Glucopyranosyl-alpha-D-mannopyranose,342.1162,0.26,58837664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fagopyritol B1,342.1162,0.26,58827461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1R,2R,3R,4R,5R,6S)-2,3,4,5,6-Pentahydroxycyclohexyl alpha-D-galactopyranoside",342.1162,0.26,58829748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-O-alpha-D-Glucopyranosyl-beta-D-fructopyranose,342.1162,0.26,58837181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1S,2R,3S,4R,5S,6S)-2,3,4,5,6-Pentahydroxycyclohexyl alpha-D-galactopyranoside",342.1162,0.26,58830021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-O-beta-L-Fructofuranosyl-beta-D-fructofuranose,342.1162,0.26,58837974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,galactinol,342.1162,0.26,19402461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-Pentahydroxycyclohexyl alpha-D-galactopyranoside",342.1162,0.26,21403078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Gal-(1->4)-D-Man,342.1162,0.26,21403080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-glucosyl-(1->4)-D-mannopyranose,342.1162,0.26,21865471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Melibiose,342.1162,0.26,17215917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5-O-alpha-D-Glucopyranosyl-beta-D-fructopyranose,342.1162,0.26,28475188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,inulobiose,342.1162,0.26,26330548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-D-Galp-(1->6)-D-Galp,342.1162,0.26,26332521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-O-alpha-D-Mannopyranosyl-alpha-D-galactopyranose,342.1162,0.26,30776797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-O-beta-D-Galactopyranosyl-alpha-D-galactopyranose,342.1162,0.26,30777260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(1S,2R,3R,4S,5S,6R)-6-{[(2R,3R,4S,5S,6S)-3,4,5-Trihydroxy-6-methoxytetrahydro-2H-pyran-2-yl]oxy}-1,2,3,4,5-cyclohexanepentol",342.1162,0.26,30777338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3-O-beta-D-Galactopyranosyl-D-glucose,342.1162,0.26,30776583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sophorose,342.1162,0.26,23350276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isomaltose,342.1162,0.26,9930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cellobiose,342.1162,0.26,10261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lactulose,342.1162,0.26,10856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Melibiose,342.1162,0.26,10974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"alpha,alpha-Trehalose",342.1162,0.26,7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-Lactose,342.1162,0.26,5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,beta-Maltose,342.1162,0.26,6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sucrose,342.1162,0.26,5768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"(2R,3R,5S,6R)-2,3,4,5,6-Pentahydroxycyclohexyl alpha-D-galactopyranoside",342.1162,0.26,388558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nigerose,342.1162,0.26,388607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,?-MALTOSE,342.1162,0.26,388469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
